doi_________::37c54ea4dec330a84b18960d18953031,2116.23,EUR
doi_________::9829fa4b9262f6017be732364fa8e0d4,2049.95,EUR
doi_________::001af1efe29b83021779b38d70a9bb23,1490.0,EUR
doi_________::7ec57af7f8d1cc8248f4978f9184a803,1309.0,EUR
doi_________::2067dd4f675b5e746aa96d4064430a9f,2748.99,EUR
doi_________::8a34ad95d20b53550588dd1049682287,2559.94,EUR
doi_________::b7e54e78ce326389ff8f71c7f8fe844b,2491.27,EUR
doi_________::ceccb7fdb0d070a906f49ec0ca4cb0f0,2816.37,EUR
doi_________::a4c5878b035ec87f413cb96c47808a05,1729.39,EUR
doi_________::c32a5796dc7e7775181b2722603a2267,2446.67,EUR
doi_________::aff6643662442901e3df1363fee6257a,2525.38,EUR
doi_________::a4bcf7dae059b66531b907519ecefba7,1695.3,EUR
doi_________::f9c06a09973fd97dd2dcba681bdd0ea5,1368.64,EUR
doi_________::457f268e8b0ed276903208721ab85c90,2244.79,EUR
doi_________::56e41f6472dade0bfe197e32a63a761e,1895.05,EUR
doi_________::b6ffebd6aaefd436664a163d8d97c8e4,2055.14,EUR
doi_________::56c7fca8e53c80300642f196b3217ff9,1047.9,EUR
doi_________::b7ac9551dfef2037784d96eed44fc43c,1833.19,EUR
doi_________::943e27ff202927e9281cd2b3c5c43169,2130.0,EUR
doi_________::5cb72b0caed63fbd6036cf9f36dcc072,1763.72,EUR
doi_________::5e465dd686c1feb12af78249b758f3d2,2108.65,EUR
doi_________::71f315c6df9a55281b485cdfc36b2672,3152.16,EUR
doi_________::75303b166d97d00b8f2cefb3d898a125,3084.71,EUR
doi_________::c9817917d39f7fb936bd7a78600ccb42,2519.43,EUR
doi_________::89560971556d59ed8335d95027e04965,2362.4,EUR
doi_________::9eb94597fa93eafbac19ff5efbb076a0,3020.77,EUR
doi_________::33a9957a319bdb3fcb15658c3babada3,2443.72,EUR
doi_________::8e11c4ddb5a5134b3df846635ed705d0,377.33,EUR
doi_________::8749d96279338f0944cd161662d086a6,1726.61,EUR
doi_________::ef425c8d17d17e7e26d2b8a93589cacd,2667.91,EUR
doi_________::f3e037ed72aeea0efd6570348a8fc129,862.5,EUR
doi_________::adfa2d200a02587ef471c12a81c860b0,1690.0,EUR
doi_________::7b70647f9d989f4a4b19641b588faac8,2599.47,EUR
doi_________::9c12f1fba7862cd25fa49894f974e9b9,1278.52,EUR
doi_________::664ff927c5b9aa4b585fcf2166df3e65,1457.96,EUR
doi_________::a8485ca464e3dbcf08c9564a4b191f38,1542.0,EUR
doi_________::a76aa1fb596d901505ab8ea611d5cbe5,1327.18,EUR
doi_________::5372f4fc984e77ba67127b825a64c634,2577.1,EUR
doi_________::f876912ff0763c8b01153c8c5f1ab415,2089.12,EUR
doi_________::d218c2c5d78a4a0c3111d84c6d0f0cb3,1564.98,EUR
doi_________::bbeaf2ccdeed80d1cb2cebbc03358de9,2396.05,EUR
doi_________::61acdf33e05be5918e71da18ccee59af,1397.96,EUR
doi_________::5f1cf6da5d667ebb4d936623549ec32e,272.19,EUR
doi_________::150faa18a10deccec4995f0e381e9f05,1681.21,EUR
doi_________::7b6371f8e8e890d3182d3a95524b68b7,3120.01,EUR
doi_________::cf53da1282fd01c831a972f00d81987c,3253.79,EUR
doi_________::8c1591092ba1d3a4b30836f1b30daf50,2078.54,EUR
doi_________::c5455b88020bb151c28bb9069b1b61eb,3181.24,EUR
doi_________::ee9f9a8e6c963ce072e38f7754ffabb1,3035.74,EUR
doi_________::80609b4bf182047feea62f450fb9c2eb,1391.8,EUR
doi_________::343a2d40994a5c916f3dbc89b04a7b23,1500.0,EUR
doi_________::4ba675df881a54f3963fbe8a8838aa0b,627.0,EUR
doi_________::919bfbca4839b23c93480243ae995a97,2079.37,EUR
doi_________::daf760b6187b812e074c099c2cde541f,3167.65,EUR
doi_________::199c7f20340225e21e4678b08f1431b4,3026.28,EUR
doi_________::6dae7eb7dddd0724ee05afb7a8e4fff3,1345.64,EUR
doi_________::11c793f2d4e3fa79251ac10eb109ba3d,2760.0,EUR
doi_________::50a894aaf2b26890ebdf77c8c89f9b06,1912.87,EUR
doi_________::af986f584d5d1d9ad6c966915a815db4,1339.87,EUR
doi_________::035724658037656c4e275e449fa1140a,3997.23,EUR
doi_________::53845aec8d2e3f4309aa36d0750476e6,4418.61,EUR
doi_________::a6f1b1b8d085e3d5ec899366396bf73c,2985.62,EUR
doi_________::cee442af82ab0cad953a89c2b0320814,2916.22,EUR
doi_________::0034ef87c642ef52e6c95957b99b0b43,2530.64,EUR
doi_________::9ffb12c070d0693012aa99b8450b636b,2030.14,EUR
doi_________::3871626405bf15f3de2a1e4f85311c71,3553.34,EUR
doi_________::2915be290c36d6dc16aa993986ab5ff9,1775.25,EUR
doi_________::60f53c8b56c33ba6c5f5dfe00b1d5dc6,638.26,EUR
doi_________::bc22a18f1fe6bbe94d2ee506636e3c6d,1557.8,EUR
doi_________::159991d04882bc645061a09f5e89f442,769.86,EUR
doi_________::142ef4ee7572125c4d57dab910dbc120,1160.0,EUR
doi_________::d71ba43e0b6e3c7641f51c0973e2fb9b,1609.61,EUR
doi_________::b5c02af060c1b33962d620928f899dbf,687.84,EUR
doi_________::6c4e4073020db70e4a821298d8d2ad0e,2690.0,EUR
doi_________::08447a425b05d68bc04c55ecebea3027,4250.7,EUR
doi_________::eb398cbf45661dfdb9ce4140f6fcb972,1510.87,EUR
doi_________::42bd29378707902febfc613f427ed32b,1728.0,EUR
doi_________::9d9d07ec460af6e52ceac6b53c0af91b,1645.87,EUR
doi_________::c5eca7ca2b4b2d0f27235ee69802aada,3294.88,EUR
doi_________::635032e149dd4b0a7fb6d6fefef08093,4500.0,EUR
doi_________::1e8628b23c68cfd98bfac8bb65eac7be,1786.02,EUR
doi_________::77a306a14302ab6b4f25c1cb48798e3d,2281.81,EUR
doi_________::153139f1565c4226b2116c8f940af8e0,1510.51,EUR
doi_________::79cd8ab6c6cdfcf9b78f796a02221b26,2273.5,EUR
doi_________::aba9b3b08da0466e1077219e0dac6ad6,2160.94,EUR
doi_________::3d9f8e6a47e82b37f564e7ac62569783,1630.42,EUR
doi_________::9923e50d9c9f1fda266ed7551e62a14d,2523.78,EUR
doi_________::64242a2af0a90345dd93059c5be734a2,2056.02,EUR
doi_________::d1e4ca4c3d3708d1542f7d90e40e2485,1535.38,EUR
doi_________::548b6b68b772ac5d37d8783ed529b413,2740.06,EUR
doi_________::7d1f420299d22583c149a74dcd55f278,1362.89,EUR
doi_________::50f56490996b3caa91b86c2c0943070a,1861.3,EUR
doi_________::f608310e41af066d70ec36351f610d9b,773.3,EUR
doi_________::453cf189583020f258a73a541d807958,1040.83,EUR
doi_________::6b6a8f86acc38028dbb6d01063e5db49,2667.02,EUR
doi_________::80d035229b966765e12c063af0ef84a5,1213.47,EUR
doi_________::990b91f7d5d72d47d3af8d747d243f0a,1120.98,EUR
doi_________::ae6af83a75dd44aeac85e4eafa8c91a3,1339.79,EUR
doi_________::bf89cafcf2a80287a524880b13bda514,3758.11,EUR
doi_dedup___::80199dd2aca8cea138015fd6db253110,3166.78,EUR
doi_________::96032dac34237ce78509771957ad0c03,1827.58,EUR
doi_________::df7a34c811e7eb0107c1feb2288a5f2c,2079.37,EUR
doi_________::e3ed42225fc84c8c629b9649610b2906,3390.6,EUR
doi_________::f8a034caaa6bf780d482dd6a47ef284d,3071.37,EUR
doi_________::3ec9625994907ac583a984d10ee56c64,1619.69,EUR
doi_________::2e8ce4d2e0c3b0faec4e21516b6471c4,1560.0,EUR
doi_________::ab37ded91a827a8ef18a1f322b610b9b,888.28,EUR
doi_________::aa1a51c5c68d71a7b62475affbf1a255,2524.92,EUR
doi_________::964da1ed4c9a28fd32c21fb17bd1f7b8,2308.61,EUR
doi_________::91fc81f4b0542d0f418e865239766134,2205.56,EUR
doi_________::d85e19b331dca079aef919d8cc4907ee,1898.0,EUR
doi_________::f578e686eee2c141d3061998543fe993,1108.56,EUR
doi_________::0006b69d235681bdd0f0193774f68c05,2193.71,EUR
doi_________::56e1df54938ab28fff26ce0168918407,2719.85,EUR
doi_________::f166b679c68f507964284f5cec2721d1,2356.31,EUR
doi_________::f69bf5e6aa4f6856e35927cf77bf00dd,1947.7,EUR
doi_________::3bc8bf6762b4eeddfc45900053328844,1927.88,EUR
doi_________::73eacd62a0fd828a7dc684365d4b8a60,4760.0,EUR
doi_________::098121dd59914d25e28d7b8284b6c843,1589.5,EUR
doi_________::a6cbd00b24b8f86212a28de7daa7dd4a,1460.78,EUR
doi_________::aed5f2c8f2438a120ade4e97b1d00bf3,1170.56,EUR
doi_________::cf877396c49aebaf119e0686f4b39a20,3000.0,EUR
doi_________::a6ecad1a2f0e0d3bfe5fe82cd653c739,2238.56,EUR
doi_________::82a6daa67e2b8d5bdbba99a2492332bd,2475.95,EUR
doi_________::a987b80d29ee64a6cac23ecbcf4d8853,1854.67,EUR
doi_________::7fa5f937e8c94f5b45da70517dd6f3c6,1126.68,EUR
doi_________::e50335211ae83d46ad595bb61710d6f2,1226.21,EUR
doi_________::d00a9f17c1a75badc91314fb5e547e62,3354.73,EUR
doi_________::9a227412db36fc4a0dc22a49e198d3ce,1837.0,EUR
doi_________::100429b3f909241161759841bf5bda85,1771.1,EUR
doi_________::6ca8a91a0d9b79c609489bc0e0038bfc,795.9,EUR
doi_________::04db2f15e62a4bd1fb23094ffe814c4c,2326.44,EUR
doi_________::2d05e35373b813483779708a76ce360f,1991.09,EUR
doi_________::0d92dccf3fa69967b0369801c46e9a34,1559.55,EUR
doi_________::5492a1231c841724b9d116a5d7daebaa,5246.27,EUR
doi_________::0c4c4a6e4b5215268d73312039cad19e,1640.1,EUR
doi_________::dc98e384262e01ca80fe5143c2586b9d,600.0,EUR
doi_________::a739a50bac413ce26708779de481d8a6,1658.93,EUR
doi_________::5c3dd85a6710d1b82831601c71950434,2602.13,EUR
doi_________::b895ff4401748b540f77b4b97603c8ef,1931.47,EUR
doi_________::f9d7d6fc1a429bef84453b9daac04ccc,1271.25,EUR
doi_________::fca6868e84db471f8aa15855706bd898,2155.92,EUR
doi_________::42038cdef95b4ac2393fa8fd7caa1ed5,1554.22,EUR
doi_________::8faec8933acac2eac2df8fe5eefa5043,1318.81,EUR
doi_________::08dbf5055a1da565950be050e7e13237,2506.12,EUR
doi_________::a76a65a79a5bfbff01b5a920bd59bc90,2634.22,EUR
doi_________::e1c4723c5590fd12ed1f7232787bd399,2034.99,EUR
doi_________::61b730ae6addf59c9b59fc51ecf1c2df,2278.32,EUR
doi_________::5b852456c4c8026ec958485bae697dd4,3821.96,EUR
doi_________::26087008775813873b7f3a335d46d089,2899.59,EUR
doi_________::3dd72b98111a9998cda7d3c5caec25b4,3534.46,EUR
doi_________::8a0043ec93aa4764aa295114e5c52410,589.5,EUR
doi_________::0883e63f6ba30f20c86cfb0f71d7aa1a,2360.66,EUR
doi_________::ff82d45bcef2d111581ec5939ac203d7,715.35,EUR
doi_________::e69b59e0ed5fbae222d3ff6d793c5765,1874.38,EUR
doi_________::b24ee89a78f89df06fe514d921faed9f,4000.0,EUR
doi_________::3d3453e25b96a08c6a7607b5dd9bc3e6,3376.1,EUR
doi_________::747fb87355cd9f68ff69c7ccfc15329b,1881.83,EUR
doi_________::ad50bcf2fdc5175fc4bd8f8a2305e105,5434.14,EUR
doi_________::5e4620f284983683b1b18c7895068e3a,1768.03,EUR
doi_________::f4190a3ec2ed352fbedad4d585a18ed3,2653.09,EUR
doi_________::796cce8347f05f7521389a16e7ecd572,1899.24,EUR
doi_________::afc59294b88416ec038e431fdcb94f0c,1917.91,EUR
doi_________::337ec672eef6a30312aeb339b842448f,1885.1,EUR
doi_________::91d9b4fac90793adde964cbda16704db,2842.52,EUR
doi_________::7268d3f654ee3281a70b5d4831e40ef5,1775.06,EUR
doi_dedup___::4fac550d4fcc110f11d452cb2a01cd7a,1758.0,EUR
doi_________::f94f173f1586f6f1d11b4377925b0405,1738.9,EUR
doi_________::64f4a7cb24e4ffafc820b2701a79f30e,1899.24,EUR
doi_________::15014288e1cc80cd43efcc8f32b62853,2064.22,EUR
doi_________::be811f51df9a00df839bcd58c13b5b93,2600.61,EUR
doi_________::e0249e50a7aa79d8a5dd299f66bcd4ef,1873.45,EUR
doi_________::fb13707a40bd86e308e56497780e3d3b,223.14,EUR
doi_________::10455ad620e9f70b909fcb11a2f65e35,2119.44,EUR
doi_________::feb21c033cb90888af47cfd288435910,2489.38,EUR
doi_________::142a83a49a535d93f339d670423cc6a0,1784.02,EUR
doi_________::cbcae38489ee1858e80e57735e1ab5f5,1630.17,EUR
doi_________::85b307e9e5a9a37b1a14886dfb351811,2599.12,EUR
doi_________::7f897b3399827d36e003562ed08864e9,2302.75,EUR
doi_________::9b74bbbf84d610934e7074b33ef6004e,2022.59,EUR
doi_________::21ef3d63eb642f92ebb6488c40eadebb,2395.18,EUR
doi_________::4b12595f710325574496b2b33aeff64a,2624.17,EUR
doi_________::7e9da8987133b37b4c78698bd7a2c8c8,2232.0,EUR
doi_________::f23cbb35f7aba6149192eaed5786126d,967.68,EUR
doi_________::0a69e449f0390b5c95fcb1a0744ba244,5363.81,EUR
doi_________::48d9ce2b740b371ad42cadfec6c7d531,2103.08,EUR
doi_________::e613d068ccb7196903e3ab67209f6dd7,1425.6,EUR
doi_________::d2a91762e8edb5c90c1050928d6e6eec,3592.41,EUR
doi_________::d4c69f6e7f59cef12abdf5ef95fff707,1623.08,EUR
doi_________::0f23127b7c3a8fda37b32f743d8c3e6b,1836.56,EUR
doi_________::e55172772aeef76173b04c6afbd7ae4b,2670.0,EUR
doi_________::44716f3f490beea794349756ca9e261f,1796.48,EUR
doi_________::b70bfb1e40e647089c293fcab18fbd14,3850.0,EUR
doi_________::dda713b18a14e191a0bcea2211b29441,2125.0,EUR
doi_________::2e55295dc772c96733803e30012a3676,1837.0,EUR
doi_________::893435ab4be0905eefea8b779a8cee07,3600.0,EUR
doi_________::cf2419a12b93e8147981b3ebb3139458,2281.0,EUR
doi_________::b19d9e7958db7ecf5dfdccf6d7216006,3602.37,EUR
doi_________::48e27975bda1c6a6f7d9ad59b29ceb27,2737.56,EUR
doi_________::c6c796504ef066b752a4a8c9683522e8,2610.76,EUR
doi_________::685a56b3e7f8b8256c509f7082063354,1495.0,EUR
doi_________::2f879915dbf6faae7f9a173c91aa4f4b,2114.55,EUR
doi_________::4ec4cef583ed3c0d4000d8c35f6ef11c,1894.85,EUR
doi_________::e70fa628a38fed63c2d6d7a9cc651f49,2102.64,EUR
doi_________::f22415000c4591cada8f39de9c810f23,2021.68,EUR
doi_________::aeca68b9ec8debaec573cc561eeec73a,2644.63,EUR
doi_________::02b2650132e9f0dd0ca5f2c3f6c3e320,4034.78,EUR
doi_________::7912246025dce7546246f058c9fc1120,3619.28,EUR
doi_________::a3a8e2fb4e463c57d697429fbc6028ef,2010.32,EUR
doi_________::4c165392b65d62cbc9c89e3d847b0ff5,1892.92,EUR
doi_________::c5dbcac090842370e3759db0375da0c3,646.98,EUR
doi_________::1875197c61ab4413be8486d0dad18ce3,2384.96,EUR
doi_________::a4370404744f16fbc9115ce6d626259f,2618.24,EUR
doi_________::e7bd8ac8d46373dbff4843fbc87105d5,3708.25,EUR
doi_________::23d77df693100afbcaf6fde88973138f,2066.57,EUR
doi_________::b83cc3fb265d749e437aca794091e9bc,1945.85,EUR
doi_________::61971107110321941f9e5d1ebfeb89a3,1746.08,EUR
doi_________::0e1a29b69248f167e9357bc4aac21c56,2259.07,EUR
doi_________::e3be568fe3aed558e21aaddf56c99abe,2195.67,EUR
doi_________::a0e7e6efc0af81760d78b268b7544e94,1487.0,EUR
doi_________::86a82b0b5751b8afcae62cfe9f4d40fe,1721.55,EUR
doi_________::dcf9719c60371544fc53d9422de9147d,1972.56,EUR
doi_________::fdb3a60cd752b20f656c4c0a208a4dbb,2070.18,EUR
doi_________::71f9f47175b80314e6a9bb1c840d0936,1592.89,EUR
doi_________::7a42ef41f330ad0965b211455c3fb91b,456.29,EUR
doi_________::0dd54c8ce4ff00c5dceeec868e2da0df,1045.13,EUR
doi_________::6196b78183271cb08de92a3e49ae7d68,2088.53,EUR
doi_________::19b05373bd310efae37529de29359f01,989.68,EUR
doi_________::d1137ba83ee540910bdf5eb179c6dd9b,2043.06,EUR
doi_________::d4b4a82eef8fb86c7c32e10b5cebaa92,2133.35,EUR
doi_________::695ed91050c08f577800232398c4d599,3655.0,EUR
doi_________::db69456a335032e1e55c8013dcf3d7a7,1745.6,EUR
doi_________::aafc51e4e23f999f3fb2d5412081b0c3,2768.33,EUR
doi_________::2eeaae2754b7886b62d9d86267fcdfc6,2066.57,EUR
doi_________::53fa6db9288f21b9bb39d1e65d0aa8b8,2120.75,EUR
doi_________::a01a7df1364f785575a46e53a1e8e6e2,1880.08,EUR
doi_________::3302c75c6d31208cd6a1eef02a34f2be,3256.17,EUR
doi_________::59eea24d5efbcf9e4a493b3c18c71799,1119.58,EUR
doi_________::d5feb0317f7a76dc27c4b8490505a0f4,1616.25,EUR
doi_________::876f6991edeca3c7148169b127403528,2688.58,EUR
doi_________::9b07c3ba55b55f39ec42412e08703481,1845.0,EUR
doi_________::915c227ace0c59c99988105728a4be4a,1883.44,EUR
doi_________::9c80c4a568029eaea513080ca00b9127,1944.08,EUR
doi_________::fa059c868e5ffc6a95d9675ad23c886b,1751.74,EUR
doi_________::1641612169d12863d296ba8364c3b963,3021.75,EUR
doi_________::c56543ef131d6468452e750791314f2d,1930.73,EUR
doi_________::3014a93b0503dcbc03750c3fe067750f,3904.0,EUR
doi_________::c562d56413aeeb9d23c908f48f616d96,3116.68,EUR
doi_________::e5c2eba796123bbbb34856973bb956e5,1583.3,EUR
doi_________::016c6fe45ddea1745b5fea8bdc2f3fb0,1081.91,EUR
doi_________::2e0d4cd319849592acd9777160e61685,1648.76,EUR
doi_________::bc0260c79ad8c22dd0c3d4a57ac3a4f3,3591.14,EUR
doi_________::cafcc7d692a53405f202e5f8270236b5,1641.77,EUR
doi_________::0cf5131163918255c51d6c22a82aa246,2092.05,EUR
doi_________::e6195bc5d23bfa2860111905e7ff8082,1971.9,EUR
doi_________::f4bae953d03bfef91f8d0a0a994d9a54,2533.55,EUR
doi_________::473105b916a8fe346306b22c0a05de1c,1926.04,EUR
doi_________::4807561caa84fe20fab77362457885d8,3022.61,EUR
doi_________::a24b1602331b2c223bae13eaf8e3a1d9,1000.0,EUR
doi_________::baca9c1342daefa6949b59d2bf423deb,1409.03,EUR
doi_________::bbc3a0e7bfa013b821a58484124a0f29,2620.26,EUR
doi_________::f157bb9497e444e2a4eb37c2a6b45751,1845.3,EUR
doi_________::846199fbeb7aff91ae0f5d17b5e54a60,971.99,EUR
doi_________::a8cb5bd1009ab2174f6bbfbb09aad85c,2262.0,EUR
doi_________::2d2fbe9db41e8ce5fa0fab6536a01797,1314.83,EUR
doi_________::b4d53d612fbf4f353ee6f6fd0b4a37d9,1354.26,EUR
doi_________::2792a22ececd6ea918f2996661fed8e5,2148.31,EUR
doi_________::50a87456f1d79865bc73c231d4515bfb,2025.0,EUR
doi_________::cf34723830c08c32be05a8d304157e97,2220.15,EUR
doi_________::f28d3a3caaa7b725f6b835d8bba4ce4b,1141.4,EUR
doi_________::80bef8e006d31b341dab3742fcde68c0,2107.14,EUR
doi_________::406884913a1c0bd28c4b7517102be3aa,1348.06,EUR
doi_________::33b8e80ba33c0a2cb739edda08b5a580,1345.5,EUR
doi_dedup___::88d6e523b188570933f6e3e94ac1811d,1165.0,EUR
doi_________::5e98c3a27f82a07c91d2077b8c01c076,3451.0,EUR
doi_________::867b5a28111173339b14b37f08c5c575,3967.65,EUR
doi_________::6d4550f497e1539d88c094963e9792d0,443.3,EUR
doi_________::72c65cef664f4f8e735aa4d3f7c1b4c3,3464.79,EUR
doi_________::0fb0a55098f124efa8a5ee51d27a4820,2209.54,EUR
doi_________::75665f06ae3596f5df4f1ff9fb45c03d,535.55,EUR
doi_________::53992ccc579be58f15dda95521315d54,1935.0,EUR
doi_________::cb2052a5c198dd21f6525970012b766e,3444.86,EUR
doi_________::6c516e18564d3ae30c97eca963a72690,1719.59,EUR
doi_________::ddf971b01ca299963d2aed0e9ad48f6f,5443.07,EUR
doi_________::dff1ca15ed13f6ba5fb34df2068f13f1,1412.28,EUR
doi_________::e22c871b8d600e993f88e94b46bb6e0f,1995.0,EUR
doi_________::afc82290fa6c163de21d56d6ab9acb25,2831.58,EUR
doi_________::eecfc05410adea4fb33d7d82a49633e9,2749.98,EUR
doi_________::015802b3ad5270e74bd6938c1fbcdb9b,1553.12,EUR
doi_________::b1ce84380375d788c2ea6c0e7ea54635,2253.27,EUR
doi_________::7ec7a7d51fbd76e6b61626c5d1de785e,614.06,EUR
doi_________::3aeef659f2757b83685257dae141e6f9,2273.23,EUR
doi_________::f54306800df5b2d5e176232b6d1116d7,3614.93,EUR
doi_________::9eca33f32740fe3faee3275267d83a77,2745.02,EUR
doi_________::10b280a0f8c5cc0ae9ba6fdd560e53ea,1490.0,EUR
doi_________::403fd82fd0f8eb5dacd2ac05272ae409,4306.18,EUR
doi_________::ccef51190688b2e69e24c66fd7a97861,2700.16,EUR
doi_________::d91a8d7afc4b9e6316f7171279a42391,1551.53,EUR
doi_________::06e4984e9f1642ebae6efccc2141359e,916.35,EUR
doi_________::f4cdf81c33e5e5e873e075a473c9e4e4,1756.08,EUR
doi_________::9196fecedadfc8446e669e8a3742cc72,1461.22,EUR
doi_________::274314c07e9830e0313a49fe5517c5b2,2360.76,EUR
doi_________::3a502b72bba5700bc7d5ba84736610e4,1299.46,EUR
doi_________::f5262bb68d53a7737e4c070b4d63f2c6,1686.52,EUR
doi_________::4a4226a1c37588c32b74eaf6640a40d3,2359.2,EUR
doi_________::765df7e0541f03f5038752524d740510,2191.53,EUR
doi_________::9d03823ecf8c3c4b3657f1a7cf161ba6,1741.13,EUR
doi_________::61bb7023a8d2d18521d3a903562c195d,580.65,EUR
doi_________::0966ef4c5243505d204488210544fc98,2918.42,EUR
doi_________::42460e4fb66793178cce62e91411e6c6,3063.8,EUR
doi_________::b02a96e3f11ae776fada1a8560dfe310,1976.86,EUR
doi_________::966e562bf966f79bc0065107753c78f0,1163.27,EUR
doi_________::10ba8038e816f92fcb154205d161fa1e,3476.52,EUR
doi_________::9309d3ebd87f3c942486f1e2a6731608,1787.03,EUR
doi_________::b49fd9b3617b2f256f77a4c6fc01ccb9,1262.85,EUR
doi_________::36ece553fddb8d246937304c278f933b,2287.43,EUR
doi_________::3e1b05615fa2d794f1ffa4ddb9b88aee,2578.01,EUR
doi_________::165464b07af1a0b73b8c9402ca2deb49,3156.86,EUR
doi_________::3630c7407f715991e19521463aea893d,2079.37,EUR
doi_________::550d918c56027ea6564effc099a23419,3012.8,EUR
doi_________::c5debbf1d0e08dc336df9afef2550f17,3129.21,EUR
doi_________::e22f457153ef8fe28ab5b16d21c2ee3a,1105.92,EUR
doi_________::0022a7da5182f2163cd93c236000c9df,5181.7,EUR
doi_________::242b9bb7c681423930c16d9d355dda27,1689.87,EUR
doi_dedup___::69734a04607db73249944110728b9e24,1980.0,EUR
doi_________::e305c7e592c357c8b86b9b1400510f41,2026.32,EUR
doi_________::78f079ea97fc3e09b4f6760cb743587c,2010.31,EUR
doi_________::9952a708428f75a69e0f2655c2b49242,1500.0,EUR
doi_________::2d67cff796f48a98d5afc32cac8f8a5b,1361.91,EUR
doi_________::b1b36cfd5527ca39bbcfe55a102821ae,2050.0,EUR
doi_________::ef308f239da6f103645a66675572b68e,2275.62,EUR
doi_________::c37d8d7f754472c92bf39a5940d11d8a,4177.99,EUR
doi_________::7c4781b59e18b09b0dd197ed53fda17c,3216.4,EUR
doi_________::1ff060ee0d6b8e89bf602f05c0c6f031,1249.67,EUR
doi_________::c5c13ff1b82d3a9add09a969b1dbc08b,2005.72,EUR
doi_________::2d628071d21c43ab765f8979724da8ef,851.02,EUR
doi_________::7eb1d5f49abb01942e2112ce04eedb81,1523.2,EUR
doi_________::429251c9b57155dcc1a73390e0dbde0b,2950.0,EUR
doi_________::6492a7e3a7fb0ae42ea24fa774eb5ec4,2016.9,EUR
doi_________::a35fefec19dce61e68033dd8227dcb71,2052.75,EUR
doi_________::d61fd9a3643c0195df0d02960691ee42,4375.0,EUR
doi_________::01a4e7d41382460d7bf3304c275a645f,1911.0,EUR
doi_________::2225175f5efe84cc3e071a240358e530,2410.42,EUR
doi_________::9d27bcb79218d79fda80d8218559abda,1674.61,EUR
doi_________::0dc2152772624a3630dae4ce614adfee,1081.0,EUR
doi_________::a41b7ab857919f67a9df17354a93266d,2818.66,EUR
doi_________::d16c52048f15df557797f323774456b3,2873.13,EUR
doi_________::379034be2b47e772814af6802ae28389,4045.53,EUR
doi_________::13a30e662afe7ee28bf75acf02a6a568,2182.4,EUR
doi_________::1242c61d57cbb30d2fc249cfeb0ca7b3,1770.88,EUR
doi_________::829ab1f1ea6f1b8b73c3c063ba7ca553,966.28,EUR
doi_________::e676e5b00bd478661368294723ead83a,2396.36,EUR
doi_________::60beefb11d81a47f1ce36afbe4beed88,1745.0,EUR
doi_________::d506d7bcd0995389928b745ca51d7eee,609.27,EUR
doi_________::6527f297002d0d6034b4f03be38f8ba8,3842.35,EUR
doi_________::68d5911f6e82c516a21584ff408c8ea8,1996.23,EUR
doi_________::fe707f35feeef7404970bd6838226a75,2078.43,EUR
doi_________::af1e6b0035850bacc0ec837aac48b34a,1484.36,EUR
doi_________::cddf47cc083471ec16c2208b61dd733d,2199.33,EUR
doi_________::78606bbb42701d572cb8d3eb5878c949,1843.51,EUR
doi_________::222ad00f22500abd2e4aa92244fb5bdd,2368.0,EUR
