arXiv_______::6309a3a37307c3f596dc4718655b59d9,"González-Solís, Sergi"
arXiv_______::64b14a6529b3e9fb83cb1af24a533a03,"[""Coloma, Pilar"",""Donini, Andrea"",""Fernandez-Martinez, Enrique"",""Lopez-Pavon, Jacobo""]"
arXiv_______::6e2263385b5c2da6e0253e052d6a8a23,"[""Lo, Allan"",""Markström, Klas""]"
arXiv_______::6eb7df0cca6d04c3aebae7eee2faab76,"[""Greig, Bradley"",""Mesinger, Andrei"",""McGreer, Ian D."",""Gallerani, Simona"",""Haiman, Zoltán""]"
arXiv_______::80c8472a51778e8799998b72c0f973c9,"[""Moździerski, D."",""Pigulski, A."",""Kołaczkowski, Z."",""Michalska, G."",""Kopacki, G."",""Narwid, A."",""Stęślicki, M."",""Zahajkiewicz, E."",""Fu, J."",""Jiang, X."",""Zhang, Ch."",""Jackiewicz, J."",""Telting, J."",""Morel, T."",""Śródka, P."",""Bruś, P."",""Carrier, F.""]"
arXiv_______::9db7107163a35ce2fb005a65ffcb36fa,"[""Björkeroth, Fredrik"",""de Anda, Francisco J."",""Varzielas, Ivo de Medeiros"",""King, Stephen F.""]"
arXiv_______::a15d4dd275ccb0e297f761b5e342e37c,"[""Botteon, A."",""Cassano, R."",""van Weeren, R. J."",""Shimwell, T. W."",""Bonafede, A."",""Brüggen, M."",""Brunetti, G."",""Cuciti, V."",""Dallacasa, D."",""de Gasperin, F."",""Di Gennaro, G."",""Gastaldello, F."",""Hoang, D. N."",""Rossetti, M."",""Röttgering, H. J. A.""]"
arXiv_______::a415d7559fc05a63018d17263a3e3a05,"[""Alexandrou, Constantia"",""Leskovec, Luka"",""Meinel, Stefan"",""Negele, John"",""Paul, Srijit"",""Petschlies, Marcus"",""Pochinsky, Andrew"",""Rendon, Gumaro"",""Syritsyn, Sergey""]"
arXiv_______::b39eeca685f5435c5f7c0dbf47b5ef88,"[""Hitchcock, J. A."",""Helling, Ch."",""Scholz, A."",""Hodosan, G."",""Dominik, M."",""Hundertmark, M."",""Jørgensen, U. G."",""Longa-Peña, P."",""Sajadian, S."",""Skottfelt, J."",""Snodgrass, C."",""Bozza, V."",""Burgdorf, M. J."",""Campbell-White, J."",""Jaimes, Roberto Figuera"",""Fujii, Y. I."",""Haikala, L. K."",""Henning, T."",""Hinse, T. C."",""Lowry, S."",""Mancini, L."",""Rahvar, S."",""Rabus, M."",""Southworth, J."",""von Essen, C.""]"
arXiv_______::cc31cb922b252bf272f768cff11e5d3a,"[""Karpouzis, Kostas"",""Tsatiris, George""]"
arXiv_dedup_::01950e32d0a7eaf019912966d50d3ba3,"[""Milardi, C."",""Alesini, D."",""Biagini, M. E."",""Biscari, C."",""Boni, R."",""Manuela Boscolo"",""Bossi, F."",""Buonomo, B."",""Clozza, A."",""Delle Monache, G."",""Demma, T."",""Di Pasquale, E."",""Di Pirro, G."",""Drago, A."",""Esposito, M."",""Gallo, A."",""Ghigo, A."",""Guiducci, S."",""Ligi, C."",""Marcellini, F."",""Mazzitelli, G."",""Pellegrino, L."",""Preger, M."",""Quintieri, L."",""Raimondi, P."",""Ricci, R."",""Rotundo, U."",""Sanelli, C."",""Serio, M."",""Sgamma, F."",""Spataro, B."",""Stecchi, A."",""Stella, A."",""Tomassini, S."",""Vaccarezza, C."",""Zobov, M."",""Levichev, E."",""Nikitin, S."",""Piminov, P."",""Shatilov, D."",""Bettoni, S.""]"
arXiv_dedup_::05000dc8caa795dae91e3375c79f53a6,"[""Bernicot, Frédéric"",""Zhai, Yujia""]"
arXiv_dedup_::0a5297cfc1cc9282c1bc33c2d52ee0c3,"[""Mas, A."",""Pizzichillo, F.""]"
arXiv_dedup_::14bfcf46e7408fbde3b7de37145ccab3,"[""Sandler, R."",""Bollen, G."",""Dissanayake, J."",""Eibach, M."",""Gulyuz, K."",""Hamaker, A."",""Izzo, C."",""Mougeot, X."",""Puentes, D."",""Quarati, F.G.A."",""Redshaw, M."",""Ringle, R."",""Yandow, I.""]"
arXiv_dedup_::1b2ed602a640612ea3fcfba11952c67d,"[""Florian U. Bernlochner"",""Zoltan Ligeti"",""Sascha Turczyk""]"
arXiv_dedup_::2b7cdc4807b6210427e1644f0cc1cf41,"[""Bochmann, Sebastian"",""Döhler, Dirk"",""Trapp, Beatrix"",""Staňo, Michal"",""Fruchart, Olivier"",""Bachmann, Julien""]"
arXiv_dedup_::6b8eb79acd4c00b87506d6331986141f,"[""Boldrin, Michele"",""Giocoli, Carlo"",""Massimo Meneghetti"",""Moscardini, Lauro"",""Tormen, Giuseppe"",""Biviano, Andrea""]"
